as160317,elasticnetiter5_l1ratio0.001,265636,1.0,0.638888888889,0.682926829268,0.608695652174,0.777777777778,0.638888888889,-0.444444444444,0.694227933884
as160317,elasticnetiter5_l1ratio0.001,252355,0.95000301164,0.611111111111,0.666666666667,0.583333333333,0.777777777778,0.611111111111,-0.555555555556,0.71554684639
as160317,elasticnetiter5_l1ratio0.001,239738,0.90250568447,0.611111111111,0.65,0.590909090909,0.722222222222,0.611111111111,-0.555555555556,0.691608905792
as160317,elasticnetiter5_l1ratio0.001,227752,0.857383788342,0.638888888889,0.682926829268,0.608695652174,0.777777777778,0.638888888889,-0.444444444444,0.682631969452
as160317,elasticnetiter5_l1ratio0.001,216365,0.814516857655,0.666666666667,0.714285714286,0.625,0.833333333333,0.666666666667,-0.333333333333,0.631097078323
as160317,elasticnetiter5_l1ratio0.001,205547,0.77379195591,0.722222222222,0.75,0.681818181818,0.833333333333,0.722222222222,-0.111111111111,0.577442884445
as160317,elasticnetiter5_l1ratio0.001,195270,0.735103675707,0.638888888889,0.666666666667,0.619047619048,0.722222222222,0.638888888889,-0.444444444444,0.53547000885
as160317,elasticnetiter5_l1ratio0.001,185507,0.698350374196,0.583333333333,0.594594594595,0.578947368421,0.611111111111,0.583333333333,-0.666666666667,0.528471231461
as160317,elasticnetiter5_l1ratio0.001,176232,0.663434173079,0.638888888889,0.697674418605,0.6,0.833333333333,0.638888888889,-0.444444444444,0.498471021652
as160317,elasticnetiter5_l1ratio0.001,167421,0.630264723155,0.611111111111,0.681818181818,0.576923076923,0.833333333333,0.611111111111,-0.555555555556,0.457505941391
as160317,elasticnetiter5_l1ratio0.001,159050,0.598751675225,0.611111111111,0.666666666667,0.583333333333,0.777777777778,0.611111111111,-0.555555555556,0.459361076355
as160317,elasticnetiter5_l1ratio0.001,151098,0.568815973738,0.666666666667,0.684210526316,0.65,0.722222222222,0.666666666667,-0.333333333333,0.426086902618
as160317,elasticnetiter5_l1ratio0.001,143544,0.540378563147,0.666666666667,0.684210526316,0.65,0.722222222222,0.666666666667,-0.333333333333,0.413110971451
as160317,elasticnetiter5_l1ratio0.001,136367,0.513360387899,0.638888888889,0.682926829268,0.608695652174,0.777777777778,0.638888888889,-0.444444444444,0.392003774643
as160317,elasticnetiter5_l1ratio0.001,129549,0.487693686097,0.722222222222,0.75,0.681818181818,0.833333333333,0.722222222222,-0.111111111111,0.360106945038
as160317,elasticnetiter5_l1ratio0.001,123072,0.463310695839,0.666666666667,0.684210526316,0.65,0.722222222222,0.666666666667,-0.333333333333,0.348245859146
as160317,elasticnetiter5_l1ratio0.001,116919,0.440147419777,0.638888888889,0.697674418605,0.6,0.833333333333,0.638888888889,-0.444444444444,0.332178115845
as160317,elasticnetiter5_l1ratio0.001,111074,0.418143625111,0.638888888889,0.697674418605,0.6,0.833333333333,0.638888888889,-0.444444444444,0.30613899231
as160317,elasticnetiter5_l1ratio0.001,105521,0.39723907904,0.611111111111,0.631578947368,0.6,0.666666666667,0.611111111111,-0.555555555556,0.297427177429
as160317,elasticnetiter5_l1ratio0.001,100245,0.377377313316,0.638888888889,0.682926829268,0.608695652174,0.777777777778,0.638888888889,-0.444444444444,0.310445070267
as160317,elasticnetiter5_l1ratio0.001,95233,0.358509388788,0.638888888889,0.682926829268,0.608695652174,0.777777777778,0.638888888889,-0.444444444444,0.273998975754
as160317,elasticnetiter5_l1ratio0.001,90472,0.340586366306,0.666666666667,0.7,0.636363636364,0.777777777778,0.666666666667,-0.333333333333,0.261499166489
as160317,elasticnetiter5_l1ratio0.001,85949,0.32355930672,0.611111111111,0.666666666667,0.583333333333,0.777777777778,0.611111111111,-0.555555555556,0.236802101135
as160317,elasticnetiter5_l1ratio0.001,81652,0.307383035432,0.694444444444,0.717948717949,0.666666666667,0.777777777778,0.694444444444,-0.222222222222,0.226631164551
as160317,elasticnetiter5_l1ratio0.001,77570,0.29201614239,0.666666666667,0.7,0.636363636364,0.777777777778,0.666666666667,-0.333333333333,0.221039056778
